StringID,English_Translator,Screenshot,Notes,English,ChineseTrad,ChineseSimp,Japanese,Korean,Danish,Dutch,French,German,Italian,Norwegian,Russian,Spanish,Swedish,Turkish,Portuguese
Suit_Snowman,Snowman,,,Snowman,雪人,雪人,スノーマン,눈사람,Snemand,Sneeuwpop,Bonhomme de neige,Schneemann,Pupazzo di neve,Snømann,Снеговик,Muñeco de nieve,Snögubbe,Kardan Adam,Homem da Neve
Suit_Wizard,Wizard Sweater,,,Wizard Sweater,巫師毛衣,巫师运动衫,魔法使いのセーター,마법사 스웨터,Troldmandssweater,Tovenaarstrui,Pull de sorcier,Zauberer-Pulli,Maglione da mago,Trollmannsgenser,Свитер волшебника,Jersey de mago,Trollkarlströja,Sihirbaz Süveteri,Suéter do Feiticeiro
Weapon_Basic,Average Sword ,,,Average Sword,普通劍,普通的剑,ふつうの剣,평범한 검,Gennemsnitligt sværd,Gemiddeld zwaard,Épée moyenne,Normales Schwert,Spada normale,Vanlig sverd,Обычный меч,Espada cotidiana,Vanligt svärd,Sıradan Kılıç,Espada Comum
Weapon_Bat,Dark Knight Sword,,,Dark Knight Sword,黑暗騎士劍,黑暗骑士剑,ダークナイトの剣,다크 나이트 소드,Mørk ridders sværd,Zwaard van de zwarte ridder,Épée de Chevalier noir,Schwert des dunklen Ritters,Spada del cavaliere oscuro,Mørkets ridder-sverd,Меч темного рыцаря,Espada de caballero oscuro,Mörkerriddarsvärd,Karanlık Şövalye Kılıcı,Espada do Cavaleiro Sombrio
Weapon_BattleAxe,Axe of Ages,,,Axe of Ages,遠古之斧,时代之斧,古代の斧,시대의 도끼,Tidernes økse,Bijl der eeuwen,Hache des éons,Jahrhundertaxt,Ascia delle ere,Alle tiders øks,Вековой топор,Hacha mítica,Urminnes yxa,Çağların Baltası,Machado das Eras
Weapon_Beam,Lightsaber,,,Lightsaber,光劍,光剑,ライトセーバー,라이트세이버,Lyssabel,Lichtzwaard,Sabre laser,Lichtsäbel,Spada laser,Lyssabel,Световой меч,Sable láser,Ljussabel,Işın Kılıcı,Sabre de Luz
Weapon_Brute,Crimson Sword,,,Crimson Sword,深紅之劍,赤红之剑,クリムゾンソード,크림슨 소드,Højrødt sværd,Rood zwaard,Épée pourpre,Rotschwert,Spada cremisi,Ildrødt sverd,Алый клинок,Espada carmesí,Blodrött svärd,Kızıl Kılıç,Espada Púrpura
Weapon_Buster,Buster Blade,,,Buster Blade,破壞刀刃,破坏之刃,バスターブレード,버스터 블레이드,Ødelæggelsesklinge,Brekerszwaard,Buster Blade,Meisterklinge,Lama devastante,Kraftklinge,Двухметровый меч,Espada mortal,Storsvärd,Sert Kılıç,Lâmina Destruidora
Weapon_Carrot,Carrot Stick,,,Carrot Stick,胡蘿蔔棒,胡萝卜棒,ニンジン,당근 막대기,Gulerodssværd,Wortelstok,Carotte sur un bâton,Karottenstab,Grossa carota,Gulrotkjepp,Морковь,Palito de zanahoria,Morotsstav,Havuç Sopası,Palito de Cenoura
Weapon_Cleaver,Conqueror's Cleaver,,,Conqueror's Cleaver,征服者切肉刀,征服者屠刀,征服者の大ナタ,정복자의 대형 칼,Erobrers kødøkse,Hakmes van de veroveraar,Fendoir du conquérant,Erobererbeil,Mannaia del conquistatore,Erobrerens slaktekniv,Тесак завоевателя,Cuchillo de conquistador,Erövrarens hackkniv,Fatihin Satırı,Cutelo do Conquistador
Weapon_Club,Club,,,Club,棍棒,棍棒,棍棒,몽둥이,Kølle,Knots,Gourdin,Keule,Mazza,Klubbe,Дубина,Garrote,Klubba,Sopa,Clava
Weapon_Excalibur,Excalibur,,,Excalibur,石中劍,王者之剑,エクスカリバー,엑스칼리버,Excalibur,Excalibur,Excalibur,Excalibur,Excalibur,Excalibur,Экскалибур,Excalibur,Excalibur,Excalibur,Excalibur
Weapon_Fish,Fish Stick,,,Fish Stick,魚棒,鱼棒,おさかなスティック,생선 막대기,Fiskestang,Visstick,Bâtonnet de poisson,Fischstab,Bastoncino di pesce,Fiskepinne,Рыба,Varita de merluza,Fiskpinne,Balık Sopası,Palito de Peixe
Weapon_Gear,Geared Blade,,,Geared Blade,齒輪刀刃,齿刃,ギザギザブレード,톱니검,Gearet klinge,Opgetuigd zwaard,Lame à rouages,Zahnklinge,Lama a ingranaggi,Tannhjulklinge,Зубчатый клинок,Espada mecánica,Spårklinga,Dişli Kılıç,Lâmina Adaptada
Weapon_Glaive,Ancient Glaive,,,Ancient Glaive,古老大劍,古代阔剑,古代のグレイヴ,고대의 글레이브,Ældgammel glavind,Traditioneel slagzwaard,Glaive antique,Alte Gleve,Falcione antico,Antikk glavin,Древняя глефа,Archa ancestral,Urtida glaven,Antik Kılıç,Gládio Antigo
Weapon_Halberd,Onyx Halberd,,,Onyx Halberd,瑪瑙戟,缟玛瑙戟,漆黒のハルバード,오닉스 할버드,Onyx-hellebard,Onyxen hellebaard,Hallebarde d'onyx,Onyxhellebarde,Alabarda di onice,Hellebard av onyx,Ониксовая алебарда,Alabarda de ónix,Onyxhillebard,Oniks Baltalı Kargı,Alabarda de Ônix
Weapon_Hammer,Rage Hammer,,,Titansmasher,狂怒之錘,愤怒之锤,レイジハンマー,분노의 망치,Vredeshammer,Furiehamer,Marteau de rage,Wuthammer,Martello della rabbia,Rasende hammer,Молот ярости,Martillo de ira,Vredeshammare,Öfkeli Çekiç,Martelo da Fúria
Weapon_Holy,Knightfall Sword,,,Knightfall Sword,騎士殞落之劍,骑士陨落剑,ナイトフォールソード,나이트폴 소드,Ridderfaldssværd,Gevallen heldenzwaard,Épée du couchant,Ritterschwert,Spada della rovina,Ridderfallsverd,Меч падшего рыцаря,Espada del caballero caído,Riddarfallsvärd,Gece Şövalyesi Kılıcı,Espada do Cavaleiro Caído
Weapon_Katana,Reforged Katana ,,,Reforged Katana,強鑄日本刀,重铸武士刀,再鍛の刀,다시 벼린 카타나,Gensmedet katana,Dubbelgesmede katana,Katana reforgé,Erneuertes Katana,Katana riforgiata,Forsterket katana,Восстановленная катана,Catana reforjada,Omsmidd katana,Yeniden Dövülmüş Katana,Katana Reforjada
Weapon_Laser,Energy Sword,,,Energy Sword,能量之劍,能量之剑,エネルギーソード,에너지 소드,Energisværd,Energiezwaard,Épée énergétique,Energieschwert,Spada di energia,Energisverd,Энергетический меч,Espada de energía,Energisvärd,Enerji Kılıcı,Espada de Energia
Weapon_Ninja,Ninja Dagger,,,Ninja Dagger,忍者匕首,忍者匕首,ニンジャの探検,닌자 단검,Ninjadaggert,Ninjadolk,Dague de ninja,Ninjadolch,Pugnale ninja,Ninjadolk,Кинжал ниндзя,Daga de ninja,Ninjakniv,Ninja Hançeri,Adaga Ninja
Weapon_Pencil,Blue Pencil,,,Blue Pencil,藍色鉛筆,蓝色铅笔,青エンピツ,파란색 연필,Blå blyant,Blauw potlood,Crayon bleu,Blauer Bleistift,Matita blu,Blå blyant,Синий карандаш,Lápiz azul,Blå penna,Mavi Kalem,Lápis Azul
Weapon_PitchFork,Pitchfork,,,Pitchfork,釘耙,干草叉,ピッチフォーク,쇠스랑,Høtyv,Hooivork,Fourche,Heugabel,Forcone,Høygaffel,Вилы,Horquilla,Högaffel,Yaba,Forquilha
Weapon_Poison,Poisonous Spellblade ,,,Poisonous Spellblade,劇毒咒語刀,毒性魔刀,有毒のスペルブレード,독기 어린 스펠블레이드,Giftig formularklinge,Giftig spreukenzwaard,Lame mystique empoisonnée,Giftige Zauberklinge,Lama magica velenosa,Giftig klinge,Отравленный клинок чародея,Espada venenosa,Förgiftad besvärjelseklinga,Zehirli Büyülü Kılıç,Lâmina do Feitiço Venenosa
Weapon_Saw,Sharpened Saw ,,,Sharpened Saw,銳利鋸子,锋利锯子,鋭利ノコ,날카로운 톱,Slebet sav,Geslepen zaag,Scie aiguisée,Scharfe Säge,Sega affilata,Kvesset sag,Острая пила,Sierra afilada,Vässad såg,Keskin Testere,Serra Afiada
Weapon_Skull,Skull-crusher Sword,,,Skull-crusher Sword,碎頭劍,碎颅剑,頭蓋割りの剣,두개골 파쇄검,Kranieknusersværd,Schedelpletterszwaard,Épée brise-crâne,Schädelknacker-Schwert,Spada spezzacrani,Hodeknusende sverd,Крушитель черепов,Espada aplastacráneos,Skallkrossarsvärd,Kafa Ezen Kılıç,Espada Esmaga-crânios
Weapon_Spear,Swift Spear,,,Swift Spear,迅捷長矛,迅捷之矛,スウィフトスピア,날렵한 창,Hurtigt spyd,Snelle speer,Lance fulgurante,Flinker Speer,Lancia rapida,Hurtigspyd,Копье стремительности,Lanza veloz,Snabbt spjut,Hızlı Mızrak,Lança Ligeira
Weapon_Staff,Twilight Staff,,,Twilight Staff,暮光之杖,暮光之杖,たそがれの杖,황혼의 지팡이,Tusmørkestav,Schemerstaf,Bâton du crépuscule,Zwielichtstab,Bastone del crepuscolo,Skumringens stav,Сумеречный посох,Báculo del crepúsculo,Skymningsstav,Alacakaranlık Asası,Bastão Crepúsculo
Weapon_Sythe,Death Sythe,,,Death Sythe,死神鐮刀,死亡之镰,死神の鎌,죽음의 낫,Dødsle,Doodssikkel,Faux de la mort,Todessense,Falce mortale,Dødsljå,Коса смерти,Guadaña de la parca,Dödslie,Ölüm Tırpanı,Foice da Morte
Weapon_WoodAxe,Lumberjack Axe,,,Lumberjack Axe,伐木斧,伐木工之斧,木こりの斧,나무꾼 도끼,Skovhuggerøkse,Houthakkersbijl,Hache de bûcheron,Holzfälleraxt,Ascia da boscaiolo,Tømmerhoggerøks,Топор дровосека,Hacha de leñador,Skogshuggaryxa,Oduncu Baltası,Machado de Lenhador
Weapon_ZigZag,Crooked Blade,,,Crooked Blade,彎曲刀刃,扭曲之刃,湾曲刀,구부러진 검,Krum klinge,Kromzwaard,Lame courbe,Gebogene Klinge,Lama gobba,Kroket klinge,Кривой клинок,Espada torcida,Böjd klinga,Kancalı Kılıç,Lâmina Torta
PET_NAME_Pet1,Nova,,,Nova,諾瓦,星诺,ノヴァ,노바,Nova,Nova,Nova,Nova,Nova,Nova,Нова,Nova,Nova,Nova,Nova
PET_NAME_Pet2,Toto,,,Toto,多多,托托,トト,토토,Toto,Toto,Toto,Toto,Toto,Toto,Тото,Totó,Toto,Toto,Totó
PET_NAME_Pet3,Cerberus ,,,Cerberus,賽伯路斯,地狱犬,ケルベロス,케르베루스,Cerberus,Cerberus,Cerbère,Cerberus,Cerbero,Cerberus,Цербер,Cerbero,Cerberus,Kerberos,Cerberus
PET_NAME_Pet4,Mousy,,,Mousy,毛西,阿鼠,マウシー,마우지,Mousy,Mousy,Souricette,Mousy,Topina,Mousy,Мышка,Mousy,Fegis,Mousy,Mousy
PET_NAME_Pet5,Harker ,,,Harker,哈克,哈克,ハーカー,하커,Harker,Harker,Harker,Harker,Harker,Harker,Харкер,Harker,Harker,Harker,Harker
PET_NAME_Pet6,Bubbles ,,,Bubbles,巴伯斯,泡泡,バブルス,버블스,Bubbles,Bubbles,Bubulle,Bubbles,Bollicina,Bubbles,Пузырика,Burbujas,Bubblan,Bubbles,Bubbles
PET_NAME_Pet7,Demos ,,,Demos,戴摩斯,德莫斯,デモス,데모스,Demos,Demos,Daemos,Demos,Demos,Demos,Демос,Demos,Demos,Demos,Demos
PET_NAME_Pet8,Tempest,,,Tempest,坦佩斯特,风暴,テンペスト,템페스트,Tempest,Tempest,Tempête,Tempest,Tempesta,Tempest,Буря,Borrasca,Storm,Tempest,Tempest
PET_NAME_Pet9,Basky ,,,Basky,貝斯奇,巴斯奇,バスキー,바스키,Basky,Basky,Basky,Basky,Basky,Basky,Баски,Basky,Basky,Basky,Basky
PET_NAME_Pet10,Scraps ,,,Scraps,史克拉普斯,小闹,スクラップス,스크랩스,Scraps,Scraps,Limaille,Scraps,Rottame,Scraps,Металлика,Chatarra,Skrotis,Scraps,Scraps
PET_NAME_Pet11,Zero,,,Zero,席若,阿零,ゼロ,제로,Zero,Zero,Zéro,Zero,Zero,Zero,Ноль,Cero,Noll,Zero,Zero
PET_NAME_Pet12,Polly ,,,Polly,波利,波利,ポリー,폴리,Polly,Polly,Polly,Polly,Polly,Polly,Полли,Polly,Polly,Polly,Polly
PET_NAME_Pet13,Hamy ,,,Hamy,哈米,哈密,ヘイミー,하미,Hamy,Hamy,Hamy,Hamy,Hamy,Hamy,Хэми,Hamy,Hamy,Hamy,Hamy
PET_NAME_Pet14,Phobos ,,,Phobos,佛伯斯,佛波,フォボス,포보스,Phobos,Phobos,Phobos,Phobos,Phobos,Phobos,Фобос,Fobos,Phobos,Phobos,Phobos
PET_NAME_Pet15,Fluffers,,,Fluffers,弗拉佛斯,毛毛,フラッファース,플루퍼스,Fluffers,Fluffers,Toudou,Fluffy,Batuffolo,Fluffers,Пышечка,Pelusilla,Fluffen,Fluffers,Fluffy
PET_NAME_Pet16,Kit,,,Kit,基特,小凯,キット,키트,Kit,Kit,Kit,Kit,Kit,Kit,Кит,Kit,Kit,Kit,Kit
HELPERNAME_H01,Zato the Blind Staff Master ,, ,Zato the Blind Staff Master,盲眼杖師札托,盲棍大师扎托,盲目の杖使いザトー,"맹인 지팡이 대가, 자토",Zato den Blinde Stavmester,Zato de blinde stafmeester,"Zato, le maître d'armes aveugle","Zato, der blinde Stabmeister","Zato, Maestro cieco del bastone",Den blinde stavmesteren Zato,"Зато, слепой мастер посоха","Zato, el maestro ciego del Báculo","Zato, den blinda stavmästaren",Kör Asa Ustası Zato,"Zato, o Mestre Cego do Bastão"
HELPERNAME_H02,"Lance, Knight of Cobalt Steel ",,,"Lance, Knight of Cobalt Steel",深藍鋼鐵騎士藍斯,钴钢骑士兰斯,コバルト鋼の騎士ランス,"코발트 강철의 기사, 랜스",Koboltridderen Lance,"Lance, ridder van Kobaltstaal","Lance, le chevalier de Cobalt","Lance, der kobaltstählerne Ritter","Lance, Cavaliere di cobalto",Koboltridderen Lance,"Лэнс, рыцарь Кобальтовой Стали","Lance, caballero del Acero Cobalto","Lance, riddaren av blått stål",Kobalt Çeliği Şövalyesi Lance,"Lance, Cavaleiro do Aço Cobalto"
HELPERNAME_H03,"Maddie, Shadow Thief ",,,"Maddie, Shadow Thief",闇影盜賊瑪迪,影子盗贼玛迪,影の盗人マディー,"그림자 도적, 매디",Skyggetyven Maddie,"Maddie, schaduwdief","Maddie, la voleuse des ombres","Maddie, Schattendieb","Maddie, Ladra dell'ombra",Skyggetyven Maddie,"Мэдди, теневая воровка",Maddie la Ladrona de Sombras,"Maddie, skuggtjuv",Gölge Hırsız Maddie,"Maddie, Ladra das Sombras"
HELPERNAME_H04,"Kronus, Bringer of Judgement",,,"Kronus, Bringer of Judgement",審判執行者克羅努斯,审判使者克洛诺斯,審判をもたらすものクロノス,심판관 크로누스,"Kronus, Retfærdighedens Budbringer","Kronus, brenger van het oordeel","Kronus, le héraut du jugement","Kronus, Urteilsbringer","Kronus, Portatore del giudizio","Kronus, dømmeren","Кронус, вестник правосудия",Kronus el Sentenciador,"Kronus, dömaren",Adalet Getiren Kronus,"Kronus, Mensageiro do Juízo"
HELPERNAME_H05,Saje the Garden Keeper ,,,Saje the Garden Keeper,花園守護者塞吉,花园守护者萨杰,庭の番人セイジ,정원지기 세이지,Havepasseren Saje,Saje de tuinbewaker,"Saje, la sentinelle du jardin","Saje, der Gartenhüter","Saje, Guardiano del giardino",Gartneren Saje,"Сахе, хранитель сада",Saje el Jardinero,"Saje, trädgårdsmästaren",Bahçenin Muhafızı Saje,"Saje, o Jardineiro"
HELPERNAME_H06,Pingo of the Tori ,,,Pingo of the Tori,托里的平哥,托利族的平哥,トーリ族のピンゴ,토리 일족의 핑고,Pingo af Tori,Pingo van de Tori,Pingo des Tori,Pingo von den Tori,"Pingo, Membro dei Tori",Pingo av Tori-klanen,Пинго Тори,Pingo del clan Tori,Pingo av Tori,Torili Pingo,Pingo de Tori
HELPERNAME_H07,Aya the Lightning Violet ,,,Aya the Lightning Violet,雷電紫羅蘭阿亞,闪电紫罗兰阿雅,スミレ色の閃光アヤ,"보랏빛 번개, 아야",Aya den Lysende Viol,Aya het bliksemviooltje,"Aya, la violette foudroyante",Aya Blitzpurpur,"Aya, Violetta del lampo",Lynfiolen Aya,Айя Рубиновая Молния,Aya la Violeta Eléctrica,"Aya, den blixtrande violen",Mor Yıldırım Aya,"Aya, a Violeta Lampejante"
HELPERNAME_H08,Gulbrand the Destroyer ,,,Gulbrand the Destroyer,毀滅者哥爾布蘭德,毁灭者古尔布兰德,破壊者ガルブランド,파괴자 굴브랜드,Barbaren Gulbrand,Gulbrand de vernietiger,"Gulbrand, le destructeur","Gulbrand, der Zerstörer","Gulbrand, Distruttore",Gulbrand ødeleggeren,Галбрэнд Разрушитель,Gulbrand el Destructor,"Gulbrand, förintaren",Yok Edici Gulbrand,"Gulbrand, o Destruidor"
HELPERNAME_H09,Rhys Mage of Order Evetga,,,Rhys Mage of Order Evetga,伊芙特加教團法師里斯,伊维塔教团法师里斯,イヴェトガ教団の魔道士リース,"에베트가 교단의 마법사, 라이즈",Troldmanden Rhys fra Evetga-ordnenen,"Rhys, magiër van de Evetga-orde","Rhys, le mage d'Evetga","Rhys, der Magier vom Orden Evetga","Rhys, Mago dell'ordine Evetga","Rhys, Evetga-ordenens mage","Риз, маг ордена Эветга","Rhys, mago de la orden Evetga","Rhys, trollkarl av Evetgaorden",Evetga Tarikatı Büyücüsü Rhys,"Rhys, Mago da Ordem Evetga"
HELPERNAME_H10,Kiki the Dragon Rider ,,,Kiki the Dragon Rider,龍騎士琦琪,龙骑士琪琪,竜と駆けるものキキ,"용의 기수, 키키",Drageridderen Kiki,Kiki de drakenrijdster,Kiki Chevauche-dragon,"Kiki, die Drachenreiterin","Kiki, Cavalcadraghi",Dragerytteren Kiki,Кики Укротительница Драконов,Kiki la Cabalgadragones,"Kiki, drakryttaren",Ejderha Binici Kiki,"Kiki, a Amazona de Dragões"
HELPERNAME_H11,Lala Quickshot,,,Lala Quickshot,快箭拉菈,快箭手拉拉,早撃ちのララ,속사수 라라,Lala Hurtigskytte,Lala Snelschot,Lala Presteflèche,Lala Schnellschuss,"Lala, Tiro infallibile",Lala Hurtigpil,Лала Скорострел,Lala Ojobala,"Lala, snabbskytten",Hızlı Nişancı Lala,Lala Tiro-rápido
HELPERNAME_H12,Boomoh Doctor ,,,Boomoh Doctor,布莫醫生,布莫医生,癒し手ブーモー,의사 부머,Doktor Boomoh,Dokter Boomoh,Docteur Boomoh,Doktor Buhmuh,"Boomoh, Guaritore",Doktor Boomoh,Бумох Лекарь,Doctor Boomoh,"Boomoh, läkaren",Doktor Boomoh,Doutor Boomoh
HELPERNAME_H13,Wally Wat the Magician,,,Wally Wat the Magician,魔法師瓦利瓦特,魔法师瓦利瓦,魔術師ワリーワット,"마술사, 월리 와트",Magikeren Wally Wat,Wally Wat de tovenaar,"Wally Wat, le magicien",Der Magier Wally Wat,"Wally Wat, Mago",Magikeren Wally Wat,"Уолли Уот, чародей",Wally Wat el mago,"Wally Wat, magikern",Sihirbaz Wally Wat,"Wally Wat, o Mágico"
HELPERNAME_H14,Nohni the Spearit,,,Nohni the Spearit,茅魂諾尼,矛灵诺尼,槍の精霊ノーニ,"영혼의 창, 노니",Åndemageren Nohni,Nohni de speergeest,"Nohni, l'esprit de la lance","Nohni, der Speergeist","Nohni, Spirito della lancia",Spydånden Nohni,Нохни Дуух,Nohni el Espíritu Lancero,"Nohni, spjymfen",Mızrak Ruhu Nohni,"Nohni, o Espírito-Lança"
HELPERNAME_H15,Kin the Puffy Beast,,,Kin the Puffy Beast,胖怪獸金,蓬蓬兽阿金,ぽよぽよ獣キン,"통통한 야수, 킨",Kin det Uldne Bæst,Kin het zwelmonster,"Kin, le monstre-ballon","Kin, die aufgeblasene Bestie","Kin, Bestia rigonfia",Klumpbeistet Kin,"Кин, тучный зверь",Kin la bestia hinchada,"Kin, puffbesten",Pofuduk Canavar Kin,"Kin, a Criatura Fofa"
HELPERNAME_H16,"Zolom Blaster, Space Hunter ",,,"Zolom Blaster, Space Hunter",太空獵人爆破者佐羅姆,太空猎人佐龙·布拉斯特,宇宙の狩人ゾロムブラスター,"우주 사냥꾼, 조롬 블라스터",Rumjægeren Zolom Blaster,"Zolom Blaster, ruimtejager","Zolom Blaster, chasseur de l'espace","Zolom Blaster, der All-Jäger","Zolom Blaster, Cacciatore dello spazio",Romjegeren Sprenge-Zolom,"Золом Бластер, охотник из космоса","Zolom Bláster, cazador espacial","Zolom Blaster, rymdjägare",Uzay Avcısı Zolom Blaster,"Zolom Blaster, Caçador Espacial"
HELPERNAME_H17,Princess Titania of Fay,,,Princess Titania of Fay,費伊的泰坦妮亞公主,仙子公主泰坦尼娅,フェイの姫君タイタニア,페이의 티타니아 공주,Prinsesse Titania af Fay,Prinses Titania van Fay,Princesse Titania des Fées,Feenprinzessin Titania,"Titania, Principessa delle fate",Prinsesse Titania av Fay,Принцесса Титания де Фэй,Princesa Titania de Fay,Älvprinsessan Titania,Fay Prensesi Titania,Princesa Titânia de Fay
HELPERNAME_H18,Maya Muerta the Watcher ,,,Maya Muerta the Watcher,旁觀者馬雅慕爾塔,守望者玛雅·穆塔,見守るものマヤムエルタ,"파수꾼, 마야 무에르타",Vogteren Maya Muerta,Maya Muerta de wachter,"Maya Muerta, la guetteuse",Die Wächterin Maya Muerta,"Maya Muerta, Osservatrice",Maya Muerta,Хранительница Майя Муэрта,Maya Muerta la Observadora,"Maya Muerta, väktaren",Gözcü Maya Muerta,"Maya Muerta, a Observadora"
HELPERNAME_H19,Jayce the Ruthless Cutter ,,,Jayce the Ruthless Cutter,殘酷切割者傑斯,冷血屠夫杰斯,無情な切り裂き魔ジェイス,"무자비한 난도자, 제이스",Jayce den Nådesløse Dolk,Jayce de meedogenloze hakker,"Jayce, la griffe impitoyable","Jayce, der rücksichtslose Schnitzer","Jayce, Tranciatore senza posa",Jayce den hensynsløse slakteren,Джейс Живопыра,Jayce el carnicero implacable,"Jayce, den brutala uppskäraren",Acımasız Bıçakçı Jayce,"Jayce, o Cortador Incansável"
HELPERNAME_H20,"Cosette, Jewel of House Sabre ",,,"Cosette, Jewel of House Sabre",賽伯里家族的掌上明珠柯賽特,佩剑家族之宝柯赛特,サーベル家の至宝コゼット,"사브르 가문의 보석, 코세트","Cosette, Juvelen fra Huset Sabre","Cosette, juweel van huize Sabre","Cosette, le joyau de la maison Sabre","Cosette, das Juwel des Hauses Sabre","Cosette, Gioiello della casata della Sciabola","Cosette, Hus Sabres juvel","Косетта, жемчужина Дома Сабли",Cosette la Joya de la Casa de Sable,"Cosette, Sabres juvel",Kılıç Ailesinin Mücevheri Cosette,"Cosette, a Joia da Casa Sabre"
HELPERNAME_H21,"Sophia, Champion of Swords ",,,"Sophia, Champion of Swords",劍術冠軍蘇非亞，,剑之勇士索菲亚,ソード王朝の勇者ソフィア,"소드 챔피언, 소피아","Sophia, Sværdenes Mester","Sophia, kampioen der zwaarden","Sophia, la championne des Épées","Sophia, Champion der Schwerter","Sophia, Campionessa delle Spade",Sverdmesteren Sophia,"София, рыцарь Мечей",Sophia la Reina de Espadas,"Sophia, svärdens mästare",Kılıç Şampiyonu Sophia,"Sophia, Campeã das Espadas"
HELPERNAME_H22,Lil' Ursa,,,Lil' Ursa,小爾薩,小熊乌尔沙,こぐまのアーサ,"막내 곰, 우르사",Bette Ursa,Kleine Ursa,P'tite Ourse,Klein Ursa,La piccola Ursa,Lille-Ursa,Мишутка,Ursita,Lilla Ursa,Küçük Ayı,Ursa Pequena
HELPERNAME_H23,Dex-1000,,,Dex-1000,戴克斯-1000,Dex-1000,デックス1000,덱스-1000,Dex-1000,Dex-1000,Dex-1000,Dex-1000,Dex-1000,Dex-1000,Декс-1000,Dex-1000,Dex-1000,Dex-1000,Dex-1000
HELPERNAME_H24,Rosabella Bonnie Archer ,,,Rosabella Bonnie Archer,嬌美弓箭手羅莎貝拉,弓箭手罗莎贝拉·邦妮,射手ロザベラボニー,"아리따운 궁수, 로사벨라",Bueskytten Rosabella Bonnie,Rosabella Bonnie Archer,"Rosabella, la reine de l'arc",Rosabella Bonnie Archer,"Rosabella, Arciere eccellente",Rosabella Bonnie Archer,Розабелла Бонни Арчер,Arquera Rosabella Bonnie,"Rosabella Bonnie, bågskytten",Okçu Rosabella Bonnie,"Rosabella Bonnie, a Arqueira"
HELPERNAME_H25,Beany Sprout the 1st  ,,,Beany Sprout the 1st,豆苗一世,豆芽一世,ビーニースプラウトI世,비니 스프라우트 1세,Beany Sprout I,Boontje Spruit de Eerste,Fayot 1er,Bohnenkeim die Erste,"Beany Sprout, L'impareggiabile",Bønnestengel den første,Удалой Росток Первый,Brotecito I,Bönis Grodd den förste,1. Beany Sprout,Beany Sprout I
HELPERNAME_H26,Captain Davey Cannon,,,Captain Davey Cannon,戴維大砲船長,戴维·加农船长,デイヴィーキャノン船長,"선장, 데이비 캐넌",Kaptajn Davey Cannon,Kapitein Davey Cannon,Capitaine Davey Cannon,Captain Davey Cannon,Capitano Davey Cannon,Kaptein Davey Cannon,Капитан Дейви Залп,Capitán Davey el Cañón,Kapten Davey Cannon,Kaptan Davey Cannon,Capitão Davey Cannon
HELPERNAME_H27,Sawyer the Wild Gunslinger ,,,Sawyer the Wild Gunslinger,狂野槍手索伊爾,荒野枪手索耶,荒野の拳銃使いソーヤ,"황야의 총잡이, 소여",Sawyer den Vilde Pistolmand,Sawyer de wilde revolverheld,"Sawyer, le pistolero sauvage","Sawyer, der wilde Revolverheld","Sawyer, Pistolero pazzo",Villvest-Sawyer,"Сойер, дикий стрелок",Sawyer el Pistolero Salvaje,"Sawyer, den vilda gangstern",Vahşi Silahşor Sawyer,"Sawyer, o Pistoleiro Selvagem"
HELPERNAME_H28,Miki the Graceful Dancer ,,,Miki the Graceful Dancer,優雅舞者米琪,优雅舞者米琪,優雅な踊り子ミキ,"우아한 댄서, 미키",Miki den Yndefulde Danser,Miki de gracieuze danseres,"Miki, la gracieuse danseuse","Miki, die elegante Tänzerin","Miki, Ballerina aggraziata",Miki den grasiøse danseren,Мики Грация,Miki la Bailarina Grácil,"Miki, den graciösa dansaren",Zarif Dansçı Miki,"Miki, a Dançarina Graciosa"
HELPERNAME_H29,The Great Pharaoh ,,,The Great Pharaoh,大法老,大法老,大いなるファラオ,위대한 파라오,Den store farao,De grote farao,Le grand Pharaon,Der Große Pharao,Il grande Faraone,Den store Farao,Великий Фараон,El Gran Faraón,Den stora faraon,Büyük Firavun,O Grande Faraó
HELPERNAME_H30,The Great Madame Cass,,,The Great Madame Cass,偉大夫人卡絲,贵夫人卡斯,肝っ玉マダムキャス,위대한 캐스 부인,Den glorværdige Madam Cass,De fantastische Madame Cass,"Madame Cass, la fabuleuse",Großmadame Cass,La grande Madame Cass,Den store Madam Cass,Великая Мадам Кэсс,Cass la Gran Dama,Den stora madame Cass,Büyük Madam Cass,A Grande Madame Cass
HELPERNAME_H31,Jazz Rockerfellow ,,,Jazz Rockerfellow,爵士搖滾客,爵士摇滚乐手,ジャズ・ロッカーフェロー,재즈 로커펠로,Jazz Rockerfellow,Jazz Rockerfellow,Jazz-Orc,Jazz Rockerfellow,Jazz Rockerfellow,Jazz Rockerfellow,Джаз Рокерфэллоу,Jazz Rockerfellow,Jazz Rockerfellow,Caz Rockerfellow,Jazz Rockerfellow
HELPERNAME_H32,Lady Lucy the Night Caster ,,,Lady Lucy the Night Caster,暗夜咒者露西女士,暗夜术士露西女士,夜の詠唱者レディルーシー,"흑마법사, 루시 부인","Lady Lucy, Nattemageren",Lady Lucy de nachtwerpster,"Dame Lucy, la noctomancienne","Lady Lucy, die Nachtzauberin","Lady Lucy, Incantatrice notturna",Lady Lucy,"Леди Люси, заклинательница ночи",Lady Lucy la Hechicera Nocturna,"Lady Lucy, nattbesvärjaren",Gecenin Leydisi Lucy,"Lady Lucy, a Lançadora da Noite"
