StringID,English_Translator,Screenshot,Notes,English,ChineseTrad,ChineseSimp,Japanese,Korean,Danish,Dutch,French,German,Italian,Norwegian,Russian,Spanish,Swedish,Turkish,Portuguese
MONSTER_SERPENTFACE_2,Skelesir,,,Skelesir,史凱雷塞,骨先生,スケルサー,스켈레서,Skelesir,Skelesir,Squelesire,Skelesir,Schelelord,Skelesir,Скелесир,Skelesir,Skenny,Skelesir,Skelesir
MONSTER_SERPENTFACE_3,Musa ,,,Musa,幕沙,穆萨,ムーサ,무사,Musa,Musa,Musa,Musa,Musa,Musa,Муза,Musa,Musa,Musa,Musa
MONSTER_SERPENTFACE_4,Naia,,,Naia,納伊亞,奈亚,ナイア,나이아,Naia,Naia,Naïa,Naia,Naia,Naia,Найя,Naia,Naia,Naia,Naia
MONSTER_SERPENTFACE_5,Eris ,,,Eris,艾瑞斯,艾利斯,エリス,에리스,Eris,Eris,Eris,Eris,Eris,Eris,Эрис,Eris,Eris,Eris,Eris
MONSTER_SERPENTFACE_6,Zuur ,,,Zuur,祖爾,祖尔,ズール,주르,Zuur,Zuur,Zuur,Zuur,Zuur,Zuur,Зуур,Zuur,Zuur,Zuur,Zuur
MONSTER_SPIKYEYE_1,Flame Spikes ,,,Flame Spikes,火焰尖刺,焰刺小子,フレイムスパイク,화염 가시,Flammesøm,Vlampunter,Pointes de Feu,Flammenspitzen,Punte di fuoco,Flammepigg,Огнешипчик,Pinchallamas,Eldtagg,Alevli Dikenler,Lanças Flamejantes
MONSTER_SPIKYEYE_2,Spikes ,,,Spikes,尖刺,长刺小子,スパイク,가시,Søm,Staalpunter,Pointes,Spitzen,Punte,Pigg,Шипчик,Pinchos,Tagg,Dikenler,Lanças
MONSTER_SPIKYEYE_3,Ice Spikes ,,,Ice Spikes,冰霜尖刺,冰刺小子,アイススパイク,얼음 가시,Issøm,IJspunter,Pointes de Glace,Eisspitzen,Punte di ghiaccio,Ispigg,Ледошипчик,Pinchahielos,Istagg,Buzlu Dikenler,Lanças Congelantes
MONSTER_SQUAREHEAD_1,Raaahwr,,,Raaahwr,拉霍爾,拉赫尔,ラーウル,라오르,Raaahwr,Raaahwr,Raaahwr,Raaahwr,Raaahwr,Brøøøl,Рааргх,Roaaar,Raar,Raaahwr,Raaahwr
MONSTER_SQUAREHEAD_2,Lock,,,Lock,鎖頭,洛克,ロック,로크,Lås,Grendel,Quadri,Lock,Bloc,Lås,Лок,Seguro,Kakan,Çakmak,Cadeado
MONSTER_SQUAREHEAD_3,Barrel,,,Barrel,木桶,巴雷尔,バレル,배럴,Tønde,Barrel,Latère,Fass,Barillotto,Tønne,Толстяк,Cañón,Frille,Namlu,Tambor
MONSTER_SQUAREHEAD_4,Shock ,,,Shock,震撼,肖克,ショック,쇼크,Chok,Schok,Karr,Schock,Shock,Sjokk,Шок,Descarga,Ante,Şok,Choque
MONSTER_SQUAREHEAD_5,Spoopy,,,Spoopy,史布比,斯普皮,スプーピー,스푸피,Spoopy,Spoopy,Spoopy,Schauri,Paurotto,Spoopy,Жуть,Spoopy,Spöpe,Spoopy,Spoopy
MONSTER_SQUIDZ_1,Great Old One ,,,Great Old One,大古神,伟大旧神,グレートオールドワン,위대한 고대 신,Den Allerældste,Grote ouwe,Grand Ancien,Der Große Alte,Grande Antico,Den gode gamle,Старейший,Gran Antiguo,Den stora gamla,Ulu Kadim Kişi,Grande Antigo
MONSTER_SUMMONER_1,Baba ,,,Baba,巴巴,巴巴,ババ,바바,Baba,Baba,Baba,Baba,Baba,Baba,Баба,Baba,Baba,Baba,Baba
MONSTER_SUMMONER_2,Yaga ,,,Yaga,亞加,亚加,ヤガ,야가,Yaga,Yaga,Yaga,Yaga,Yaga,Yaga,Яга,Yaga,Yaga,Yaga,Yaga
MONSTER_TANTICLOR_1,Regal,,,Regal,雷戈爾,雷加尔,リーガル,레갈,Regal,Regal,Royal,Regal,Regal,Regal,Регаль,Regal,Regal,Regal,Regal
MONSTER_TANTICLOR_2,Kang ,,,Kang,康,康格,カン,캉,Kang,Kang,Kang,Kang,Kang,Kang,Канг,Kang,Kang,Kang,Kang
MONSTER_TANTICLOR_3,Kohdos ,,,Kohdos,寇多斯,克多斯,コードス,코도스,Kohdos,Kohdos,Kohdos,Kohdos,Kohdos,Kohdos,Кодос,Kohdos,Kohdos,Kohdos,Kohdos
MONSTER_TOMATOMAN_1,Potaytay,,,Potaytay,波鐵鐵,土豆豆,ポテイテイ,포테이테이,Potaytay,Potaytay,Patator,Potaytay,Pahtahta,Potaytay,Картошко,Portaytay,Potät,Potaytay,Potaytay
MONSTER_TOMATOMAN_2,Tomaymay,,,Tomaymay,托梅梅,番麦麦,トメイメイ,토마이마이,Tomaymay,Tomaymay,Tomator,Tomaymay,Pomohdouro,Tomaymay,Помидорко,Tomaymay,Tomät,Tomaymay,Tomaymay
MONSTER_TOMATOMAN_3,Blorb ,,,Blorb,布洛伯,布罗布,ブローブ,블롭,Blorb,Blorb,Blorb,Blorb,Blorb,Blorb,Редько,Blorb,Blät,Blorb,Blorb
MONSTER_TRAPEZOID_1,Guur,,,Guur,古爾,古尔,グール,구르,Guur,Guur,Guur,Guur,Guur,Guur,Гуур,Guur,Guur,Guur,Guur
MONSTER_TRAPEZOID_2,Duur,,,Duur,杜爾,杜尔,ドゥール,두르,Duur,Duur,Duur,Duur,Duur,Duur,Дуур,Duur,Duur,Duur,Duur
MONSTER_TRAPEZOID_3,Yuur,,,Yuur,尤爾,于尔,ユール,유르,Yuur,Yuur,Yuur,Yuur,Yuur,Yuur,Йуур,Yuur,Yuur,Yuur,Yuur
MONSTER_TRITOPUS_1,Jahkquis,,,Jahkquis,賈奇斯,雅克奎斯,ジャーキス,자키스,Jahkquis,Jahkquis,Jahkquis,Jahkquis,Jahkquis,Jahkquis,Жакуй,Jahkquis,Jahkquis,Jahkquis,Jahkquis
MONSTER_TRITOPUS_2,Yeevies,,,Yeevies,伊維斯,叶维斯,イーヴィース,이비스,Yeevies,Yeevies,Yeevies,Yeevies,Yeevies,Yeevies,Ивис,Yeevies,Yeevies,Yeevies,Yeevies
MONSTER_TRITOPUS_3,Koostow,,,Koostow,庫斯托,库斯托,クーストウ,쿠스토,Koostow,Koostow,Koostow,Koostow,Koostow,Koostow,Кустов,Koostow,Koostow,Koostow,Koostow
MONSTER_VAMP_1,Drakecula,,,Drakecula,德古拉,德雷克古拉,ドレイククーラ,드렉큘라,Drakecula,Drakecula,Drakecula,Drakecula,Dragula,Drakecula,Дракекула,Drákecula,Drakecula,Drakecula,Drakecula
MONSTER_VAMP_2,Frankie ,,,Frankie,法蘭克,弗兰基,フランキー,프랭키,Frankie,Frankie,Frankie,Frankie,Frankie,Frankie,Фрэнки,Frankie,Frank,Frankie,Frankie
MONSTER_VAMP_3,Iggy ,,,Iggy,伊吉,伊奇,イギー,이기,Iggy,Iggy,Iggy,Iggy,Iggy,Iggy,Игги,Iggy,Iggy,Iggy,Iggy
MONSTER_VIPER_1,Frost Guard ,,,Frost Guard,冰霜守衛,冰霜卫士,フロストガード,서리 경비병,Frostvagt,Vorstwaker,Garde du Froid,Frostwache,Guardia del gelo,Frostvakt,Ледяной страж,Guardia congelado,Frostväktare,Soğuk Muhafızı,Guarda do Frio
MONSTER_VIPER_2,Armaguard,,,Armaguard,毒蛇守衛,武装卫士,アーマガード,아르마딜 경비병,Armavagt,Wapenwaker,Armagarde,Armawache,Armaguardia,Armavakt,Бронированный страж,Guardia de armas,Bältväktare,Silahlı Muhafız,Guarda Armado
MONSTER_VIPER_3,Poison Guard ,,,Poison Guard,劇毒守衛,毒药卫士,ポイズンガード,독 경비병,Giftvagt,Gifwaker,Garde du Poison,Giftwache,Guardia del veleno,Giftvakt,Ядовитый страж,Guardia venenoso,Giftväktare,Zehir Muhafızı,Guarda do Veneno
MONSTER_WALKER_1,Munster Man,,,Munster Man,怪物人,蒙斯特曼,ムンスターマン,먼스터 맨,Münstermand,Monsterman,Homme-Munster,Monstermann,Mostruomo,Munster-mann,Чудище,Munster,Munsterman,Canavar Adam,Homem-monstro
MONSTER_WALKER_2,Jude Zombae,,,Jude Zombae,殭屍猶大,裘德丧巴,ジュードゾンビー,쥬드 좀베,Jens Zomby,Jude Zombie,Jude Zombae,Jude Zombae,Zombo Jude,Jude Zombae,Джуд Зомбай,Jude Zombae,Jude Zombae,Jude Zombii,Jude Zombae
MONSTER_WALKER_3,Vuul Deh Moore ,,,Vuul Deh Moore,烏爾戴摩爾,伍德摩尔,ヴァールデムーア,불 드 무어,Vuul Deh Moore,Vuul Deh Moore,Vuul Deh Moore,Vuul Deh Moore,Vuul Deh Moort,Vuul Deh Moore,Вулл-де-Мур,Vuul Deh Moore,Vuul de Mohr,Vuul Deh Moore,Vuul Deh Moore
MONSTER_WOODY_1,Kuttah ,,,Kuttah,庫塔,库塔,クッター,쿠타,Kuttah,Knuttah,Kuttah,Kuttah,Tagliuh,Kuttah,Кутта,Kuttah,Eggehn,Kuttah,Kuttah
MONSTER_WOODY_2,Madame Lovelett ,,,Madame Lovelett,拉芙烈特女士,洛夫莱特夫人,マダムラヴレット,마담 러브렛,Madam Poeta,Madame Lovelett,Madame Lovelett,Madame Lovelett,Madame Amorett,Madame Lovelett,Мадам Лавлетт,Madame Lovelett,Madame Lovelett,Madam Lovelett,Madame Lovelett
MONSTER_WOODY_3,Monsieur Todd,,,Monsieur Todd,陶德先生,托德先生,ムッシュトッド,무슈 토드,Monsieur Todd,Monsieur Todd,Monsieur Todd,Monsieur Todd,Monsieur Todd,Monsieur Todd,Месье Тодд,Monsieur Todd,Monsieur Todd,Mösyö Todd,Monsieur Todd
MONSTER_YETI_1,Snow Cone ,,,Snow Cone,雪錐,冰沙怪,スノーコーン,스노 콘,Snetap,IJspegel,Cône de Neige,Schneekegel,Gelato,Snølasset,Снежная шишка,Granizado,Snöfot,Kar Konisi,Cone de Neve
MONSTER_YETI_2,Yedi ,,,Yedi,雪怪,大脚怪,イェディ,예디,Yedi,Yedi,Yedi,Yedi,Yedi,Yedi,Йеди,Yedi,Yedi,Yedi,Yedi
MONSTER_YETI_3,Elder Snow ,,,Elder Snow,老雪怪,雪长老,エルダースノー,엘더 스노,Sne den Ældre,Sneeuwopa,Doyen de Neige,Elderschnee,Antico nevoso,Snøgamlingen,Староснег,Anciano Nieve,Gammelsnö,Eski Kar,Ancião da Neve
MONSTER_CHEST_1,Chesterson,,,Chesterson,寶箱巨人,宝箱兽,チェスターソン,체스터슨,Chesterson,Chesterson,Monsieur Coffre,Chesterson,Chesterson,Chesterson,Честерсон,Señor Cofre,Chesterson,Sandıkbaşı,Chesterson
MONSTER_MANAMONSTER_1,Manni Mana,,,Manni Mana,魔力瑪尼,曼尼马纳,マンニマナ,매니 마나,Manni-manna,Manni Mana,Manni Mana,Manni-Mana,Manni Mana,Manni-Mana,Мэнни Мана,Manni Maná,Manni Mana,Manni Mana,Manni Mana
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
CRATEDROP_NOTIFICATION,{0}{1}{2} sent everyone a Crate Drop!,,"{1} is a username, {0} & {2} are used for color formatting",{0}{1}{2} sent everyone a Crate Drop!,{0}{1}{2}送給所有人一個掉落寶箱！,{0}{1}{2}送给所有人一个宝箱！,{0}{1}{2}が全員に補給物資を送りました！,{0}{1}{2} 님이 모두에게 보급 상자를 보냈습니다!,{0}{1}{2} kastede en kasse ned til alle!,{0}{1}{2} stuurde iedereen een gevallen kist!,{0}{1}{2} a envoyé une caisse de butin à tous !,{0}{1}{2} hat allen eine Kiste gesendet!,{0}{1}{2} ha inviato a tutti una cassa!,{0}{1}{2} har sendt alle en kasse!,{0}{1}{2} отправляет всем по ящику с добычей!,¡{0}{1}{2} ha enviado una caja a todos los miembros!,{0}{1}{2} skickade en låda till alla!,{0}{1}{2} herkese bir Sandık Malzeme gönderdi!,{0}{1}{2} mandou para todos um Caixote!
SKILL_POINT,Skill Point,,,Skill Point,技能點數,技能点,スキルポイント,스킬 포인트,Evnepoint,Vaardigheidspunt,Point de compétence,Fertigkeitspunkt,Punto abilità,Ferdighetspoeng,Очко умений,Punto de habilidad,Färdighetspoäng,Beceri Puanı,Ponto de habilidade
SHOP_STATS_PET,+{0} Pet Level,,,+{0} Pet Level,+{0} 寵物等級,宠物等级 +{0},ペットのレベル +{0},소환수 레벨 +{0},+{0} kæledyrsniveauer,+{0} huisdierniveau,+{0} niveau de familier,+{0} Tierstufe,Livello animale +{0},+{0} kjæledyrnivå,Уровень питомца +{0},+ {0} nivel de mascota,+{0} djurnivå,+{0} Hayvan Seviyesi,+{0} Nível de Pet
SHOP_STATS_EQUIPMENT,{0} ab gold,,,{0} ab gold,{0} 巨量黃金,{0} ab 黄金,ab ゴールド,골드 지수 {0},{0} ab guld,{0} goud,{0} ab p.o.,{0} ab Gold,{0} ab d'oro,{0} ab gull,{0} золота,{0} ab de oro,{0} ab guld,{0} ab Altın,{0} de ouro ab
SHOP_STATS_WEAPON_UPGRADE,+1 Hero Weapon Upgrade,,,+1 Hero Weapon Upgrade,+1 英雄武器升級,英雄武器升级 +1,ヒーロー武器のアップグレード +1,영웅 무기 업그레이드 +1,+1 heltevåbenopgradering,+ 1 heldenwapenupgrade,+1 amélioration d'arme de héros,+1 Heldenwaffenverbesserung,Miglioramento arma eroe +1,+1 i heltevåpenoppgradering,Улучшение оружия героя +1,+ 1 mejora de arma de héroe,+1 hjältevapenuppgradering,+1 Kahraman Silahı Yükseltmesi,+1 Melhoria de arma de herói
SHOP_STATS_EGG,Random Pet,,,Random Pet,隨機寵物,随机宠物,ランダムペット,무작위 소환수,Tilfældigt kæledyr,Willekeurig huisdier,Familier aléatoire,Zufälliges Tier,Animale casuale,Tilfeldig kjæledyr,Случайный питомец,Mascota al azar,Slumpvalt djur,Rastgele Hayvan,Pet aleatório
SHOP_DESC_PET,Level up this cute fighting companion,,,Level up this cute fighting companion,升級這隻可愛的戰鬥夥伴,升级这个可爱的战斗伙伴,この愛らしい戦友をレベルアップ,이 귀여운 전투 동료를 레벨업하세요.,Få denne nuttede kampfælle til at stige i niveau,Verhoog het niveau van deze schattige vechtkampioen,Améliore ce mignon compagnon d'armes,Verbessere diesen süßen Kampfgefährten.,Aumenta di livello questo dolce compagno combattente,Få denne søte slåsskompanjongen opp i nivå,Поднимите уровень этого милого боевого напарника,Haz que tu adorable compañero suba de nivel.,Öka nivån för den här söta stridskompanjonen,Bu tatlı yoldaşının seviyesini yükselt,Eleve o nível deste fofo companheiro de luta
SHOP_DESC_WEAPON_UPGRADE,Receive a missing Hero Weapon Upgrade,,,Receive a missing Hero Weapon Upgrade,獲得一件失落的英雄武器升級,收到一个错过的英雄武器升级,未所持のヒーロー武器のアップグレードを獲得,모자라는 영웅 무기 업그레이드를 받으세요.,Få en manglende heltevåbenopgradering,Ontvang een ontbrekende heldenwapenupgrade,Obtiens une amélioration d'arme de héros manquante,Hol dir eine fehlende Heldenwaffenverbesserung.,Ricevi un miglioramento arma eroe mancante,Få en manglende heltevåpenoppgradering,Получите недостающее улучшение оружия героя,Obtén una mejora del arma de un héroe desaparecido.,Få en hjältevapenuppgradering som saknas,Eksik Kahraman Silahı Yükseltmelerinden birini al,Receba um Melhoria de arma de herói faltante
SHOP_DESC_SKILL_POINTS,Level up one of your skills ,,,Level up one of your skills,升級你的一項技能,升级你的一个技能,あなたのスキルをひとつレベルアップ,스킬 하나를 레벨업하세요.,Få en af dine evner til at stige i niveau,Verhoog het niveau van een van je vaardigheden,Améliore une de tes compétences,Verbessere eine deiner Fertigkeiten.,Aumenta di livello una delle tue abilità,Gå opp i nivå med en av ferdighetene dine,Поднимите уровень вашего умения,Haz que tus habilidades suban de nivel.,Öka nivån för en av dina färdigheter,Becerilerinden birinin seviyesini yükselt,Eleve o nível de uma das suas habilidades
SHOP_DESC_RELICS,Spend relics to discover or level up artifacts,,,Spend relics to discover or level up artifacts,花費遺物來發掘或升級文物,花费舍利来发现或升级神器,レリック個を消費してアーティファクトを発見またはレベルアップ,유물 조각을 사용해 유물을 발견하거나 레벨업하세요.,Brug relikvier for at finde eller få artefakter til at stige i niveau,Geef relikwieën uit om artefacten te ontdekken of hun niveau te verhogen,Dépense des reliques pour découvrir ou améliorer un artefact,Verwende Relikte zum Entdecken oder verbessere Artefakte.,Consuma le reliquie per scoprire o aumentare di livello gli artefatti,Bruk relikvier for å oppdage eller gå opp i nivå med artefakter,Обменяйте реликвии на новые артефакты или улучшения для них,Gasta reliquias para descubrir artefactos nuevos.,Spendera reliker för att upptäcka eller öka nivån på artefakter,Nesneleri keşfetmek ya da nesnelerin seviyelerini yükseltmek için eser harca,Gaste relíquias para descobrir ou melhorar artefatos
SHOP_DESC_EGG,Hatch or level up a random pet,,,Hatch or level up a random pet,孵化或升級隨機寵物,孵化或升级一个随机宠物,ランダムなペットを孵化またはレベルアップ,무작위 소환수를 부화시키거나 레벨업하세요.,"Udrug et tilfældigt kæledyr, eller få det til at stige i niveau",Broed een willekeurig huisdier uit of verhoog zijn niveau,Fais éclore ou améliore un familier aléatoire,Brüte ein zufälliges Tier aus oder verbessere es.,Schiudi o aumenta di livello un animale casuale,Klekk ut eller gå opp i nivå med et tilfeldig kjæledyr,Получите или поднимите уровень случайного питомца,Haz que una mascota al azar nazca o suba de nivel.,Kläck eller öka nivån för slumpvalt djur,Rastgele bir hayvan çıkar ya da seviyesini yükselt,Choque ou eleve o nível de um pet aleatório
SHOP_DESC_EQUIPMENT_Suit,Check out this shiny piece of armor,,,Check out this shiny piece of armor,看看這套閃亮亮的盔甲,查看这件精美的护甲,ピカピカの防具を身につけよう,이 빛나는 갑옷을 구경해 보세요.,Se denne skinnende rustning,Kijk eens naar dit glimmende stuk pantser,Une superbe nouvelle pièce d'armure,Sieh dir diese glänzende Rüstung an.,Dai un'occhiata a questa fantastica armatura,Sjekk denne blanke rustningdelen,Присмотритесь к этой чудесной броне,Echa un vistazo a esta flamante armadura.,Kolla in den här skinande rustningsdelen,Bu parlak zırh parçasına göz at,Confira esta novíssima peça de armadura
SHOP_DESC_EQUIPMENT_Hat,This hat would look good on you,,,This hat would look good on you,你戴這頂帽子一定很好看,这顶帽子你戴着会很好看,あなたにピッタリのヘルメットがここに,이 모자가 잘 어울리실 겁니다.,Denne hat ville se godt ud på dig,Deze hoed zou je goed staan,Ce chapeau t'irait bien,Dieser Hut würde dir gut stehen.,Questo cappello ti starebbe benissimo,Dette hodeplagget hadde du kledd,Этот головной убор вам подойдет,Este accesorio te quedaría de maravilla.,Du skulle vara snygg i den här,Bu şapka sana çok yakışacak,Este chapéu ficaria bem em você
SHOP_DESC_EQUIPMENT_Slash,Enhance your weapon slashes,,,Enhance your weapon slashes,加強你的武器砍劈,强化你武器的劈砍,剣さばきをさらに強化,무기 잔상을 강화하세요.,Forstærk dit våbens skade,Verbeter je wapenhouwen,Améliore tes traînées d'arme,Verbessere deine Waffen.,Potenzia gli squarci della tua arma,Forbedre våpenhuggene dine,Улучшите следы от ударов,Inflige más daño con tus armas.,Förbättra dina vapenhugg,Silah zulalarını geliştir,Melhore o corte da sua arma
SHOP_DESC_EQUIPMENT_Weapon,Fight better with this weapon,,,Fight better with this weapon,用這把武器進行更棒的戰鬥,用这个武器来更好地战斗,この武器があれば戦闘力がアップ,이 무기로 더 쉽게 승리하세요.,Kæmp bedre med dette våben,Vecht beter met dit wapen,Combats plus efficacement avec cette arme,Kämpfe besser mit dieser Waffe.,Combatti meglio con questa arma,Kjemp bedre med dette våpenet,Сражайтесь лучше с этим оружием,Con esta arma podrás luchar mejor.,Slåss bättre med det här vapnet,Bu silahla daha iyi dövüş,Lute melhor com esta arma
SHOP_DESC_EQUIPMENT_Aura,Fight in style,,,Fight in style,帥氣地戰鬥,优雅地战斗,スタイリッシュに戦おう,폼 나게 전투하세요.,Kæmp med stil,Vecht in stijl,Bats-toi avec style,Kämpfe mit Stil.,Combatti con stile,Slåss med stil,Сражайтесь стильно,Lucha con estilo.,Slåss med stil,Tarz halinle dövüş,Lute com estilo
,,,,,,,,,,,,,,,,,,,
HELPER_DESC_H01,"Zato the Blind Staff Master tirelessly spends his days training and perfecting his mastery of the staff. Though he cannot use his eyes, many have witnessed him eliminate a hoard of enemies in the blink of an eye. His movements are as deadly as they are precise.",,,"Zato the Blind Staff Master tirelessly spends his days training and perfecting his mastery of the staff. Though he cannot use his eyes, many have witnessed him eliminate a hoard of enemies in the blink of an eye. His movements are as deadly as they are precise.",盲眼杖師札托努力不懈地每日鍛鍊，持續精進他的杖術。雖然他目不見物，但許多人曾目睹他在一瞬間消滅整群敵人。他的動作既精準又致命。,盲棍大师扎托孜孜不倦地每天训练，让他的棍术臻于化境。尽管他双目失明，很多人都曾见过他瞬间消灭一群敌人。他的招数精准又致命。,盲目の杖使いザトーは休むことなく日々修行し、杖の技を極めようとしています。目でものを見ることができない彼ですが、並み居る敵をまたたく間に打ち倒すのを見た人もいるとか。その身のこなしは容赦なく、そして正確無比なのです。,"맹인 지팡이 대가, 자토는 끊임없이 지팡이 기술을 훈련하고 수행하며 하루하루를 살아갑니다. 비록 앞을 보진 못하지만, 많은 이들이 자토가 적의 무리를 눈 깜짝할 사이에 처치하는 것을 목격했습니다. 자토의 움직임은 치명적이고 정확합니다.","Zato den Blinde Stavmester bruger al sin tid på at træne og perfektionere sine stavangreb. Selvom han er blind, er der mange, der har set ham rydde en gigantisk horde af fjender af vejen på et splitsekund. Hans bevægelser er lige så dødbringende, som de er præcise.","Zato de blinde stafmeester brengt zijn dagen onvermoeibaar door met trainen en het perfectioneren van zijn stafbeheersing. Hoewel hij zijn ogen niet kan gebruiken, hebben velen gezien hoe hij een hele horde vijanden in een oogwenk uitschakelde. Zijn bewegingen zijn even dodelijk als precies.","Zato, le maître d'armes aveugle s'entraîne infatigablement pour parfaire sa maîtrise du bâton. Malgré sa cécité, beaucoup l'ont vu éliminer une horde d'ennemis en un clin d'oeil. Ses mouvements sont aussi mortels que précis.","Zato, der blinde Stabmeister, verbringt seine Tage unermüdlich damit, mit dem Stab zu üben und seine Fertigkeiten zu perfektionieren. Obwohl er nicht sehen kann, waren viele schon Zeuge davon, wie er Horden von Feinden in einem Augenblick eliminierte. Seine Bewegungen sind so tödlich wie präzise.","Zato, Maestro del bastone, passa le sue giornate ad allenarsi senza posa e a perfezionare la propria abilità nell'uso del bastone. I suoi occhi non gli sono di alcuna utilità, ma questo non gli ha impedito di eliminare orde di nemici... in un batter d'occhio! È dotato di movimenti letali, precisissimi.","Den blinde stavmesteren Zato jobber ufortrødent dag ut og dag inn med å perfeksjonere stavferdighetene sine. Selv om han er blind, har mange sett ham utrydde store horder av fiender i løpet av et øyeblikk. Bevegelsene hans er like dødelige som de er presise.","Зато, слепой мастер посоха, проводит свои дни за тренировками, оттачивая мастерство владения посохом. Говорят, что однажды этому незрячему воину пришлось истребить целую орду врагов, не успели те и глазом моргнуть. Его движения столь же смертоносны, сколь и точны.","Zato, el maestro ciego del Báculo, entrena sin descanso para perfeccionar su destreza con el cayado. Aunque no puede ver, son muchos quienes lo han visto eliminar a una oleada de enemigos en un abrir y cerrar de ojos, pues sus movimientos son tan letales como precisos.","Zato, den blinda stavmästaren, ägnar sin tid åt att träna och finslipa sin hantering av staven. Fast han inte kan använda sina ögon har många sett honom utplåna en hord fiender med en blinkning. Hans rörelser är lika dödliga som exakta.","Kör Asa Ustası Zato, asa ustalığını mükemmelleştirmek için yorulmaksızın çalışıyor. Gözleri görmemesine rağmen, onlarca düşmanını göz açıp kapayıncaya kadar yerle yeksan ettiğine tanıklık edenler var. Hamleleri isabetli olduğu kadar ölümcül de.","Zato, o Mestre Cego do Bastão, passa seus dias incansavelmente treinando e aperfeiçoando sua maestria no bastão. Apesar de não poder usar seus olhos, muitos já o viram eliminar uma horda de inimigos num piscar de olhos. Seus movimentos são mortais e precisos."
